Post,Comment
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"Nuclear is the only cost effective, clean and reliable way to do it."
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Greens ALWAYS LAST ON MY BALLOT.....
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,I thought he was a honest man all he is journalist for Scott Morrison not fair Andrew Bolt tries to give both sides But Paul doesn’t this even trying to suggest figures are ok etc 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"Journalists with such a poor understanding of mathematics, now that is a real worry.   Labor's policy at the last election was a 50% target - that is half of all electricity generated by renewables.   The Greens might want a 100% target.   But 700%?"
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"Let them go ahead and try........when they do I cant wait to hear the SILENCE on Twitter and fb, bc they won’t be able to recharge their devices!"
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,The left has no standards but our Government continues to preference them and fund their lunatic schemes.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,This is the clown who'll rule Albo and the Labor party. 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Just cover more farmlands with those solar panels and clear away the trees to put up wind farms? We will have a Sunday drive to go and look at the living metal things! Might make the target though. Great for climate change. 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"What does 700% mean, the wankers want to produce seven times our requirements. Do they want to export electricity, I don’t think we can have transmission lines to New Zealand, PNG couldn’t pay, between us and East Timor or Indonesia there is the continental shelf. More ridiculous ideas from a party of dope smokers."
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"watch a doco called ""Planet of the Humans"" it's mind blowing."
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Just an excuse to raise taxes as if we don’t already pay enough 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"I guess Sky news is already starting worrying about a Future Labor Gov, geez how dump people have to be to believe these kind of BS "
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"I think Brandt, the angry ant has confirmed he really has lost it."
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,The Democrats were also upfront with their dangerous policies which they are now implementing - Australia obviously wants to head the same way. Our PM seems weak in front of all this.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,You reporters are full of s*** tell everybody about the spraying in the skies poison and hiding the sun there spraying every day look at the sky
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"Yeah man... lets set up wind farms, solar farms and start mining uranium on sacred indigenous lands across the country... wait, what? Hold up... go back a step man. "
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"The biggest threat to Australia is the Chinese taking us over.  They have the military might to just walk in and take our country over.  That’s all thanks to us weakening our economy by letting the UN and greenies dictate our policies on climate change, population growth and the trashing of our manufacturing industries.  Australia needs to ditch all the UN and climate alarmist BS and start manufacturing stuff including cars and our own defence equipment."
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,So when did the Greens go into coalition with Labor?
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,How many bongs have you had mate ?
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,And the libs want to give hundreds of millions of dollars to companies to run concentration camps to house refugees ! Wouldn't it be better to release them and put that in to green energy farms for Australians !
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Most of the Greenies went to university to get a masters degree with honours in stupidity that makes them very smart l am thinking  just wondering.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Finally some sensible comments in the news today
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,First it was the bushfires now the floods. Who is to blame???? THE GREENS!!!!!Why do people vote for them?????
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Paul look into the 2 billion dollar wind and solar farm at Hughenden in western Queensland it is a white elephant. Apparently the fans have been locked down and will stay this way until being bulldozed into the ground. It will never put one kilowatt back into the grid. Another waste of tax payer money but will never hear anything about it.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,How do you get more than 100% again?
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,There off the planet 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,It’s only green if it takes money out of everyone else’s pockets....
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,The Morrison Government is in a terminal nose dive.....quick! Come up with a scare campaign against Labor.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Having a pack of raping swinging dicks isn't a worry Murray. Concentrate on what's happening now rather than dreaming up and deflecting what's going to happen at the next election.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"Paul your looking an American police officer, overweight and sad."
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY, Disaster if they get in 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"The Greens can push as much as they like, doesn’t mean either party will comply. Albanese has been slowly trying to edge the party toward the Centre, so highly unlikely Labor will play the Green’s game!"
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,If you believe Sky News then you are deluded!
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,The Greens the most hated group with bush and country people in the area I grew up in 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Hope they don't run out of TWTD syndrome medications...lol
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,The GreenALPLibsNats are all sold out to the U.N Communists Agenda of Climate Change and the Plandemic.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"Unless the materials used in the manufacturing process of the ""renewable"" energy industry are in infinite supply they're talking horse "
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,When all else fails send in sky to fabricate a scare campaign 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,All the greens are telling ya is get morrision to tell his mates to stop getting girls pissed and raping them....
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"Always greens last, greens light (Labor) second last then up in order of who will do the least damage.  It would be nice to occasionally find some who want to make our country better for us, not just for them and their ideology. "
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,I hate lab .But I hate any government  more who trying  to make a vaccine  mandatory . Gov that spent  3.7 billion  on a vaccine that 99  percent  for people dont need. Gov that wont let me live free and travel  . So Paul with your control media stick your vaccine up your  Azz.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,What Government says is never what Government does
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Lol maybe sky proof readers should put in a 700% effort..
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Just like Bidens crew. Dont take it with a pinch of salt.  
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"Sounds like Murdoch is running scared after Victoria, Queensland, WA and to a lesser extent the territories, have all increased their Labor strongholds. (And i’ll Include NZ in this too. Interesting what the Tassie state election holds. "
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Thanks for the warning.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Revenue raising with scare mongering lies
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Bahaha hahaha... Back to the Buffet Paul... That the only subject you're a true Expert.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Usually rapists selfconfess to their actions becoz of their conscience but in the case of Scott Morrison's rapist's men they don't because like their boss cannot find another job if they r kicked out of parliament. 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,W
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"Meanwhile , back on Earth."
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,IT IS SO SIMPLE  DO not VOTE FOR THIS IDIOT AT NEXT ELECTION I THINK HE IS A BIT DERANGED  THIS IS THE SAME PERSON THAT  Called PROTESTERS IN MELBOURNE who disrupted the city for 7 days  HEROES.    HEROES ARE PEOPLE THAT DO GREAT THINGS and save people not destroy people lives and livelyhoods.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,It will be decided on the refugees trust me.the average Australian is seeing the u.s Mexico border we know a greens/labor government means boats.covid won't truly be over until probably the end of 2022.could you imagine what would happen if at the beginning of the year labor gets in the boats show up and people start dying of covid and we are plunged into stage 4 lockdown...because that is what will happen
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Federally we need to do what WA did...vote out all Greens!!
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Wouldn’t things be better if Murdoch and his puppets actually contributed something good for the world ..  can’t believe so many idiots but into this angry bunch of shock jocks 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"Every one knows if Labor get in its back to open Borders,  one look at the mess Biden has created in two months is enough to see where we will be under Labor"
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"Self serving and no different to any of the other major parties, the reset gas turned local problems into global ones, congratulations in making mountains  out of molehills."
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Will never  happen labor and greens TOTAL  WASTE IF OXYGEN
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,The greens can't do anything they only  get like 1 seat in the house and 2 or 3 Senate seats
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Any one who needs to invoke the term Leftie is just fktarded 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"""Greens"" - seriously, we'd all be better off if ""every single one"" of you lot simply ""became extinct""......"
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,australias dumocraps
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,"Sounds good, and quite doable. "
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,someone needs to throat unch that unt 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Fat boy go to bed
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,You thought trump was going win so your judgment is not very good do you think people will vote for a failed leader like Scumo who main priorities his protecting rapist and sex pests
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Usually rapists selfconfess to their actions becoz of their conscience but in the case of Scott Morrison's rapist's men they don't because like their boss cannot find another job if they r kicked out of parliament. 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Lunatics.Fabian Lunatics.Utter lunacy sprouted again by the Green Clowns.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Idiots
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Adam Bandt = wanker 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,No way 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,LEFT=IDIOT.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Stupidity out of control.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Stuff the greens
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Good
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,If you like endless poverty ...  https://l.facebook.com/l.php?u=https%3A%2F%2Fstopthesethings.com%2F2021%2F03%2F25%2Finevitable-transition-get-ready-for-the-insane-cost-of-attempting-to-rely-on-wind-solar%2F%3Ffbclid%3DIwAR05MfhED1_ftbv8nEX_n1trqshCQH752zGsNjFHhdqqOgBelkfbnK2okJk&h=AT2fv5SOQs4suApmTZXKQleNdTLvrmYxrxN4FqbjXHMKZV_1e_hS1K2btEI9ePt21B6WrM4yYSNeMGZ3CG8I3EAkCnFrIxrZ97U0rpix28paWLshIgd13ww9R8N-ysUaeiwOOgD1&__tn__=%2CmH-R&c[0]=AT3mfV37yscdhnuH8C2gjT44F8mAXL8aFCee4a4RJH1znFS1osZAc8HCDx8aXSyEVv_qYnLGCSDCmyYJISHaV9bsTiE-EZrdTp1CwSlYc797lt0o7f9U1UzpS8U3wOAkU_6MOraVEErecHrlNwML_wIzK9elvtzjuO53LIWPmWMOyV8
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Cock sucker
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.theguardian.com%2Faustralia-news%2F2021%2Fmar%2F25%2Fwarren-entsch-contradicts-peta-credlin-claiming-he-sacked-staffer-accused-of-solo-sex-act-for-leaking-to-her%3Ffbclid%3DIwAR1161hVj0K93ZOuZooN-km7yQw52gRwC2zYAH-06xAu4C66sHHxH1kq0pw&h=AT0uOpAsod4gIrJaaYjM3lqS45GgFKm209pnoZnOcMuIB21_Mzjz6gUZQx-_blUyQUvhzdUcIXTm2u6O77owSd8aEO6AX18iAjzZuVNAPTUXRr6Sz_19bUkru7c_ABdkV_eIuKYs6A2uwmom0bAj&__tn__=%2CmH-R&c[0]=AT3WksSU7pFyaxaGImvCKUZdUTwtWTQL1rZqgvIb6Z-DcmOeNF6uI-BS2sm4pNE1VwJr9a3kogy-U9jLDndl-JTT4amI01cIxRgOopGW046C2kfXrDozihntBaAgwMlbA39e5ChgWP6YWgYdDrrcRM8XkgCz3DlwohGq6iUwBGuyMK-oaVuuT7LuTTrH9H3jCnqJ0dyb5z6Q8o6lCY0NRw
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,What a joke Shorten
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Laughable!
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Labor wont win just vote Liberal
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,pushing as usual ....
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,The nutters are about to start running the asylum. God help us
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,https://l.facebook.com/l.php...
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,The green slime.
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,Excellent 
Greens pushing for 700 per cent renewable energy targetagC6CMXjYS4bLCqSV8miZgXj0NFEjUwghbLddY,DH !!!!!!
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.","Which is exactly what they (or the lobbyists in control, at least) want."
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.","I am both a supporter of the LNP, and a lover of renewables. I am disappointed in their stance, and will use my voice to let them know."
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.","so soon after the divestment in fossil fuels movement started, so transparently in the pockets of the coal barons"
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.",Yes why are are the coal industries still looking for handouts? They are loaded so they must be making at least a small profit...couldn't just be greed could it???
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.","Investment from overseas has already been jeopardised.  I see that a huge number in Denis Napthine's  electorate have lost their jobs, given the bungling of this issue,"
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.",Its only what you'd expect from this Neanderthal government.
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.",Australia was one step forward with the renewable energy target but now thanks to the Coalition it has taken 2 steps backwards.
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.",Greedy pigs. It is coal season people and don't forget your shovel hey !
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.","Message to Labor, Greens and all crossbench Senators. Not ONE inch. Do not give ground. NO. Not in my name."
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.","If renewable energy sources are so efficient, cost effective and high quality as the green and renewable industry groups say they are, they should then be able to compete in a competitive  market without subsidies."
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.","The LNP COALition members are still pedling their untruths in Parliament today about the savings generated by dropping the carbon tax.  However, savings were made by companies that installed solar panels.   Saving a few jobs in the aluminium smelter seems far more important than supporting renewable energy jobs   This government is nothing more a bunch of puppets for the mining lobby."
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted."," Another debt to the LNP's big overseas backers paid, at the cost of Australia's national interest."
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.",Shame! 
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.",That's just what they wanted.
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.",Impossibly short sighted this mob. A BIG worry.
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.",Not surprised. This government is owned by the coal industry.
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.","Cecil, it's good to hear from a real 'Liberal'. Not the dreadful shower who are in control now."
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.",Very bad decision!
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.",Shame this government's  corrupt self interest is a factor we will take 20 years to recover from! So stupid  and Ignorant !
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.",FFS. They're behaving as if they're corrupt.
"The federal government’s plan to reduce Australia’s Renewable Energy Target (RET) could jeopardise billions of dollars in investment while giving a boost to the fossil fuel sector, experts have predicted.",Yeah but it was misdirected investment.
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,"Which is exactly what they (or the lobbyists in control, at least) want."
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,"I am both a supporter of the LNP, and a lover of renewables. I am disappointed in their stance, and will use my voice to let them know."
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,"so soon after the divestment in fossil fuels movement started, so transparently in the pockets of the coal barons"
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,Yes why are are the coal industries still looking for handouts? They are loaded so they must be making at least a small profit...couldn't just be greed could it???
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,"Investment from overseas has already been jeopardised.  I see that a huge number in Denis Napthine's  electorate have lost their jobs, given the bungling of this issue,"
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,Its only what you'd expect from this Neanderthal government.
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,Australia was one step forward with the renewable energy target but now thanks to the Coalition it has taken 2 steps backwards.
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,Greedy pigs. It is coal season people and don't forget your shovel hey !
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,"Message to Labor, Greens and all crossbench Senators. Not ONE inch. Do not give ground. NO. Not in my name."
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,"If renewable energy sources are so efficient, cost effective and high quality as the green and renewable industry groups say they are, they should then be able to compete in a competitive  market without subsidies."
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,"The LNP COALition members are still pedling their untruths in Parliament today about the savings generated by dropping the carbon tax.  However, savings were made by companies that installed solar panels.   Saving a few jobs in the aluminium smelter seems far more important than supporting renewable energy jobs   This government is nothing more a bunch of puppets for the mining lobby."
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.," Another debt to the LNP's big overseas backers paid, at the cost of Australia's national interest."
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,Shame! 
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,That's just what they wanted.
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,Impossibly short sighted this mob. A BIG worry.
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,Not surprised. This government is owned by the coal industry.
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,"Cecil, it's good to hear from a real 'Liberal'. Not the dreadful shower who are in control now."
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,Very bad decision!
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,Shame this government's  corrupt self interest is a factor we will take 20 years to recover from! So stupid  and Ignorant !
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,FFS. They're behaving as if they're corrupt.
Planned cut to renewable energy target 'a free kick' for fossil fuelsUp in the air: the federal government is still trying to get bipartisan support for its plan to scale back renewable energy investment.,Yeah but it was misdirected investment.
The Queensland government is debating increasing its renewable energy target despite having achieved less than half of its current objective.Watch the full episode at www.skynews.com.au/flash," There's approx 300 litres of oil in each gearbox,  so it spins smoothly, that needs replacing maintenance. Sometimes it leaks, sometimes catches fire.When does it become  a renewable? clean & green?  "
The Queensland government is debating increasing its renewable energy target despite having achieved less than half of its current objective.Watch the full episode at www.skynews.com.au/flash,What a blight on the landscape are these panels & turbines! Give up good growing land for eyesores that cannot be recycled!
The Queensland government is debating increasing its renewable energy target despite having achieved less than half of its current objective.Watch the full episode at www.skynews.com.au/flash,Why not the Japanese are reconsidering our coal contract The most expensive coal in the world a contract that is over a hundred years old No coal  no hospitals no nothing it pays the country bills Goodbye Queensland queen Anna dictator has destroyed this state
The Queensland government is debating increasing its renewable energy target despite having achieved less than half of its current objective.Watch the full episode at www.skynews.com.au/flash,What a joke!
Qld government debating increasing renewable energy target8WjZPWrhSvVAeaoY7AEv9RcuExdJVGLtr04jJxU5TmI3z," There's approx 300 litres of oil in each gearbox,  so it spins smoothly, that needs replacing maintenance. Sometimes it leaks, sometimes catches fire.When does it become  a renewable? clean & green?  "
Qld government debating increasing renewable energy target8WjZPWrhSvVAeaoY7AEv9RcuExdJVGLtr04jJxU5TmI3z,What a blight on the landscape are these panels & turbines! Give up good growing land for eyesores that cannot be recycled!
